"Name","STDOFF","Rule","Format","Year","Month","Day","Time","Comment"
"Europe/Warsaw","2:00","Poland","EE%sT","1922","Jun",,,""
"Europe/Warsaw","1:00","Poland","CE%sT","1940","Jun","23","2:00",""
"Europe/Warsaw","1:00","C-Eur","CE%sT","1944","Oct",,,""
"Europe/Warsaw","1:00","Poland","CE%sT","1977",,,,""
"Europe/Warsaw","1:00","W-Eur","CE%sT","1988",,,,""
"Europe/Warsaw","1:00","EU","CE%sT",,,,,""
"Europe/Lisbon","-0:36:45","-","LMT","1884",,,,""
"Europe/Lisbon","-0:36:45","-","LMT","1912","Jan","1","0:00u","Lisbon MT"
"Europe/Lisbon","0:00","Port","WE%sT","1966","Apr","3","2:00",""
"Europe/Lisbon","1:00","-","CET","1976","Sep","26","1:00",""
"Europe/Lisbon","0:00","Port","WE%sT","1983","Sep","25","1:00s",""
"Europe/Lisbon","0:00","W-Eur","WE%sT","1992","Sep","27","1:00s",""
"Europe/Lisbon","1:00","EU","CE%sT","1996","Mar","31","1:00u",""
"Europe/Lisbon","0:00","EU","WE%sT",,,,,""
"Atlantic/Azores","-1:42:40","-","LMT","1884",,,,"Ponta Delgada"
"Atlantic/Azores","-1:54:32","-","HMT","1912","Jan","1","2:00u","Horta MT"
"Atlantic/Azores","-2:00","Port","-02/-01","1942","Apr","25","22:00s",""
"Atlantic/Azores","-2:00","Port","+00","1942","Aug","15","22:00s",""
"Atlantic/Azores","-2:00","Port","-02/-01","1943","Apr","17","22:00s",""
"Atlantic/Azores","-2:00","Port","+00","1943","Aug","28","22:00s",""
"Atlantic/Azores","-2:00","Port","-02/-01","1944","Apr","22","22:00s",""
"Atlantic/Azores","-2:00","Port","+00","1944","Aug","26","22:00s",""
"Atlantic/Azores","-2:00","Port","-02/-01","1945","Apr","21","22:00s",""
"Atlantic/Azores","-2:00","Port","+00","1945","Aug","25","22:00s",""
"Atlantic/Azores","-2:00","Port","-02/-01","1966","Apr","3","2:00",""
"Atlantic/Azores","-1:00","Port","-01/+00","1983","Sep","25","1:00s",""
"Atlantic/Azores","-1:00","W-Eur","-01/+00","1992","Sep","27","1:00s",""
"Atlantic/Azores","0:00","EU","WE%sT","1993","Mar","28","1:00u",""
"Atlantic/Azores","-1:00","EU","-01/+00",,,,,""
"Atlantic/Madeira","-1:07:36","-","LMT","1884",,,,"Funchal"
"Atlantic/Madeira","-1:07:36","-","FMT","1912","Jan","1","1:00u","Funchal MT"
"Atlantic/Madeira","-1:00","Port","-01/+00","1942","Apr","25","22:00s",""
"Atlantic/Madeira","-1:00","Port","+01","1942","Aug","15","22:00s",""
"Atlantic/Madeira","-1:00","Port","-01/+00","1943","Apr","17","22:00s",""
"Atlantic/Madeira","-1:00","Port","+01","1943","Aug","28","22:00s",""
"Atlantic/Madeira","-1:00","Port","-01/+00","1944","Apr","22","22:00s",""
"Atlantic/Madeira","-1:00","Port","+01","1944","Aug","26","22:00s",""
"Atlantic/Madeira","-1:00","Port","-01/+00","1945","Apr","21","22:00s",""
"Atlantic/Madeira","-1:00","Port","+01","1945","Aug","25","22:00s",""
"Atlantic/Madeira","-1:00","Port","-01/+00","1966","Apr","3","2:00",""
"Atlantic/Madeira","0:00","Port","WE%sT","1983","Sep","25","1:00s",""
"Atlantic/Madeira","0:00","EU","WE%sT",,,,,""
"Europe/Bucharest","1:44:24","-","LMT","1891","Oct",,,""
"Europe/Bucharest","1:44:24","-","BMT","1931","Jul","24",,"Bucharest MT"
"Europe/Bucharest","2:00","Romania","EE%sT","1981","Mar","29","2:00s",""
"Europe/Bucharest","2:00","C-Eur","EE%sT","1991",,,,""
"Europe/Bucharest","2:00","Romania","EE%sT","1994",,,,""
"Europe/Bucharest","2:00","E-Eur","EE%sT","1997",,,,""
"Europe/Bucharest","2:00","EU","EE%sT",,,,,""
"Europe/Kaliningrad","1:22:00","-","LMT","1893","Apr",,,""
"Europe/Kaliningrad","1:00","C-Eur","CE%sT","1945","Apr","10",,""
"Europe/Kaliningrad","2:00","Poland","EE%sT","1946","Apr","7",,""
"Europe/Kaliningrad","3:00","Russia","MSK/MSD","1989","Mar","26","2:00s",""
"Europe/Kaliningrad","2:00","Russia","EE%sT","2011","Mar","27","2:00s",""
"Europe/Kaliningrad","3:00","-","+03","2014","Oct","26","2:00s",""
"Europe/Kaliningrad","2:00","-","EET",,,,,""
"Europe/Moscow","2:30:17","-","LMT","1880",,,,""
"Europe/Moscow","2:30:17","-","MMT","1916","Jul","3",,"Moscow Mean Time"
"Europe/Moscow","2:31:19","Russia","%s","1919","Jul","1","0:00u",""
"Europe/Moscow","3:00","Russia","%s","1921","Oct",,,""
"Europe/Moscow","3:00","Russia","MSK/MSD","1922","Oct",,,""
"Europe/Moscow","2:00","-","EET","1930","Jun","21",,""
"Europe/Moscow","3:00","Russia","MSK/MSD","1991","Mar","31","2:00s",""
"Europe/Moscow","2:00","Russia","EE%sT","1992","Jan","19","2:00s",""
"Europe/Moscow","3:00","Russia","MSK/MSD","2011","Mar","27","2:00s",""
"Europe/Moscow","4:00","-","MSK","2014","Oct","26","2:00s",""
"Europe/Moscow","3:00","-","MSK",,,,,""
"Europe/Simferopol","2:16:24","-","LMT","1880",,,,""
"Europe/Simferopol","2:16","-","SMT","1924","May","2",,"Simferopol Mean T"
"Europe/Simferopol","2:00","-","EET","1930","Jun","21",,""
"Europe/Simferopol","3:00","-","MSK","1941","Nov",,,""
"Europe/Simferopol","1:00","C-Eur","CE%sT","1944","Apr","13",,""
"Europe/Simferopol","3:00","Russia","MSK/MSD","1990",,,,""
"Europe/Simferopol","3:00","-","MSK","1990","Jul","1","2:00",""
"Europe/Simferopol","2:00","-","EET","1992","Mar","20",,""
"Europe/Simferopol","2:00","C-Eur","EE%sT","1994","May",,,""
"Europe/Simferopol","3:00","C-Eur","MSK/MSD","1996","Mar","31","0:00s",""
"Europe/Simferopol","3:00","1:00","MSD","1996","Oct","27","3:00s",""
"Europe/Simferopol","3:00","-","MSK","1997","Mar","lastSun","1:00u",""
"Europe/Simferopol","2:00","EU","EE%sT","2014","Mar","30","2:00",""
"Europe/Simferopol","4:00","-","MSK","2014","Oct","26","2:00s",""
"Europe/Simferopol","3:00","-","MSK",,,,,""
"Europe/Astrakhan","3:12:12","-","LMT","1924","May",,,""
"Europe/Astrakhan","3:00","-","+03","1930","Jun","21",,""
"Europe/Astrakhan","4:00","Russia","+04/+05","1989","Mar","26","2:00s",""
"Europe/Astrakhan","3:00","Russia","+03/+04","1991","Mar","31","2:00s",""
"Europe/Astrakhan","4:00","-","+04","1992","Mar","29","2:00s",""
"Europe/Astrakhan","3:00","Russia","+03/+04","2011","Mar","27","2:00s",""
"Europe/Astrakhan","4:00","-","+04","2014","Oct","26","2:00s",""
"Europe/Astrakhan","3:00","-","+03","2016","Mar","27","2:00s",""
"Europe/Astrakhan","4:00","-","+04",,,,,""
"Europe/Volgograd","2:57:40","-","LMT","1920","Jan","3",,""
"Europe/Volgograd","3:00","-","+03","1930","Jun","21",,""
"Europe/Volgograd","4:00","-","+04","1961","Nov","11",,""
"Europe/Volgograd","4:00","Russia","+04/+05","1988","Mar","27","2:00s",""
"Europe/Volgograd","3:00","Russia","MSK/MSD","1991","Mar","31","2:00s",""
"Europe/Volgograd","4:00","-","+04","1992","Mar","29","2:00s",""
"Europe/Volgograd","3:00","Russia","MSK/MSD","2011","Mar","27","2:00s",""
"Europe/Volgograd","4:00","-","MSK","2014","Oct","26","2:00s",""
"Europe/Volgograd","3:00","-","MSK","2018","Oct","28","2:00s",""
"Europe/Volgograd","4:00","-","+04","2020","Dec","27","2:00s",""
"Europe/Volgograd","3:00","-","MSK",,,,,""
"Europe/Saratov","3:04:18","-","LMT","1919","Jul","1","0:00u",""
"Europe/Saratov","3:00","-","+03","1930","Jun","21",,""
"Europe/Saratov","4:00","Russia","+04/+05","1988","Mar","27","2:00s",""
"Europe/Saratov","3:00","Russia","+03/+04","1991","Mar","31","2:00s",""
"Europe/Saratov","4:00","-","+04","1992","Mar","29","2:00s",""
"Europe/Saratov","3:00","Russia","+03/+04","2011","Mar","27","2:00s",""
"Europe/Saratov","4:00","-","+04","2014","Oct","26","2:00s",""
"Europe/Saratov","3:00","-","+03","2016","Dec","4","2:00s",""
"Europe/Saratov","4:00","-","+04",,,,,""
"Europe/Kirov","3:18:48","-","LMT","1919","Jul","1","0:00u",""
"Europe/Kirov","3:00","-","+03","1930","Jun","21",,""
"Europe/Kirov","4:00","Russia","+04/+05","1989","Mar","26","2:00s",""
"Europe/Kirov","3:00","Russia","MSK/MSD","1991","Mar","31","2:00s",""
"Europe/Kirov","4:00","-","+04","1992","Mar","29","2:00s",""
"Europe/Kirov","3:00","Russia","MSK/MSD","2011","Mar","27","2:00s",""
"Europe/Kirov","4:00","-","MSK","2014","Oct","26","2:00s",""
"Europe/Kirov","3:00","-","MSK",,,,,""
"Europe/Samara","3:20:20","-","LMT","1919","Jul","1","0:00u",""
"Europe/Samara","3:00","-","+03","1930","Jun","21",,""
"Europe/Samara","4:00","-","+04","1935","Jan","27",,""
"Europe/Samara","4:00","Russia","+04/+05","1989","Mar","26","2:00s",""
"Europe/Samara","3:00","Russia","+03/+04","1991","Mar","31","2:00s",""
"Europe/Samara","2:00","Russia","+02/+03","1991","Sep","29","2:00s",""
"Europe/Samara","3:00","-","+03","1991","Oct","20","3:00",""
"Europe/Samara","4:00","Russia","+04/+05","2010","Mar","28","2:00s",""
"Europe/Samara","3:00","Russia","+03/+04","2011","Mar","27","2:00s",""
"Europe/Samara","4:00","-","+04",,,,,""
"Europe/Ulyanovsk","3:13:36","-","LMT","1919","Jul","1","0:00u",""
"Europe/Ulyanovsk","3:00","-","+03","1930","Jun","21",,""
"Europe/Ulyanovsk","4:00","Russia","+04/+05","1989","Mar","26","2:00s",""
"Europe/Ulyanovsk","3:00","Russia","+03/+04","1991","Mar","31","2:00s",""
"Europe/Ulyanovsk","2:00","Russia","+02/+03","1992","Jan","19","2:00s",""
"Europe/Ulyanovsk","3:00","Russia","+03/+04","2011","Mar","27","2:00s",""
"Europe/Ulyanovsk","4:00","-","+04","2014","Oct","26","2:00s",""
"Europe/Ulyanovsk","3:00","-","+03","2016","Mar","27","2:00s",""
"Europe/Ulyanovsk","4:00","-","+04",,,,,""
"Asia/Yekaterinburg","4:02:33","-","LMT","1916","Jul","3",,""
"Asia/Yekaterinburg","3:45:05","-","PMT","1919","Jul","15","4:00",""
"Asia/Yekaterinburg","4:00","-","+04","1930","Jun","21",,""
"Asia/Yekaterinburg","5:00","Russia","+05/+06","1991","Mar","31","2:00s",""
"Asia/Yekaterinburg","4:00","Russia","+04/+05","1992","Jan","19","2:00s",""
"Asia/Yekaterinburg","5:00","Russia","+05/+06","2011","Mar","27","2:00s",""
"Asia/Yekaterinburg","6:00","-","+06","2014","Oct","26","2:00s",""
"Asia/Yekaterinburg","5:00","-","+05",,,,,""
"Asia/Omsk","4:53:30","-","LMT","1919","Nov","14",,""
"Asia/Omsk","5:00","-","+05","1930","Jun","21",,""
"Asia/Omsk","6:00","Russia","+06/+07","1991","Mar","31","2:00s",""
"Asia/Omsk","5:00","Russia","+05/+06","1992","Jan","19","2:00s",""
"Asia/Omsk","6:00","Russia","+06/+07","2011","Mar","27","2:00s",""
"Asia/Omsk","7:00","-","+07","2014","Oct","26","2:00s",""
"Asia/Omsk","6:00","-","+06",,,,,""
"Asia/Barnaul","5:35:00","-","LMT","1919","Dec","10",,""
"Asia/Barnaul","6:00","-","+06","1930","Jun","21",,""
"Asia/Barnaul","7:00","Russia","+07/+08","1991","Mar","31","2:00s",""
"Asia/Barnaul","6:00","Russia","+06/+07","1992","Jan","19","2:00s",""
"Asia/Barnaul","7:00","Russia","+07/+08","1995","May","28",,""
"Asia/Barnaul","6:00","Russia","+06/+07","2011","Mar","27","2:00s",""
"Asia/Barnaul","7:00","-","+07","2014","Oct","26","2:00s",""
"Asia/Barnaul","6:00","-","+06","2016","Mar","27","2:00s",""
"Asia/Barnaul","7:00","-","+07",,,,,""
"Asia/Novosibirsk","5:31:40","-","LMT","1919","Dec","14","6:00",""
"Asia/Novosibirsk","6:00","-","+06","1930","Jun","21",,""
"Asia/Novosibirsk","7:00","Russia","+07/+08","1991","Mar","31","2:00s",""
"Asia/Novosibirsk","6:00","Russia","+06/+07","1992","Jan","19","2:00s",""
"Asia/Novosibirsk","7:00","Russia","+07/+08","1993","May","23",,"say Shanks & P."
"Asia/Novosibirsk","6:00","Russia","+06/+07","2011","Mar","27","2:00s",""
"Asia/Novosibirsk","7:00","-","+07","2014","Oct","26","2:00s",""
"Asia/Novosibirsk","6:00","-","+06","2016","Jul","24","2:00s",""
"Asia/Novosibirsk","7:00","-","+07",,,,,""
"Asia/Tomsk","5:39:51","-","LMT","1919","Dec","22",,""
"Asia/Tomsk","6:00","-","+06","1930","Jun","21",,""
"Asia/Tomsk","7:00","Russia","+07/+08","1991","Mar","31","2:00s",""
"Asia/Tomsk","6:00","Russia","+06/+07","1992","Jan","19","2:00s",""
"Asia/Tomsk","7:00","Russia","+07/+08","2002","May","1","3:00",""
"Asia/Tomsk","6:00","Russia","+06/+07","2011","Mar","27","2:00s",""
"Asia/Tomsk","7:00","-","+07","2014","Oct","26","2:00s",""
"Asia/Tomsk","6:00","-","+06","2016","May","29","2:00s",""
"Asia/Tomsk","7:00","-","+07",,,,,""
"Asia/Novokuznetsk","5:48:48","-","LMT","1924","May","1",,""
"Asia/Novokuznetsk","6:00","-","+06","1930","Jun","21",,""
"Asia/Novokuznetsk","7:00","Russia","+07/+08","1991","Mar","31","2:00s",""
"Asia/Novokuznetsk","6:00","Russia","+06/+07","1992","Jan","19","2:00s",""
"Asia/Novokuznetsk","7:00","Russia","+07/+08","2010","Mar","28","2:00s",""
"Asia/Novokuznetsk","6:00","Russia","+06/+07","2011","Mar","27","2:00s",""
"Asia/Novokuznetsk","7:00","-","+07",,,,,""
"Asia/Krasnoyarsk","6:11:26","-","LMT","1920","Jan","6",,""
"Asia/Krasnoyarsk","6:00","-","+06","1930","Jun","21",,""
"Asia/Krasnoyarsk","7:00","Russia","+07/+08","1991","Mar","31","2:00s",""
"Asia/Krasnoyarsk","6:00","Russia","+06/+07","1992","Jan","19","2:00s",""
"Asia/Krasnoyarsk","7:00","Russia","+07/+08","2011","Mar","27","2:00s",""
"Asia/Krasnoyarsk","8:00","-","+08","2014","Oct","26","2:00s",""
"Asia/Krasnoyarsk","7:00","-","+07",,,,,""
"Asia/Irkutsk","6:57:05","-","LMT","1880",,,,""
"Asia/Irkutsk","6:57:05","-","IMT","1920","Jan","25",,"Irkutsk Mean Time"
"Asia/Irkutsk","7:00","-","+07","1930","Jun","21",,""
"Asia/Irkutsk","8:00","Russia","+08/+09","1991","Mar","31","2:00s",""
"Asia/Irkutsk","7:00","Russia","+07/+08","1992","Jan","19","2:00s",""
"Asia/Irkutsk","8:00","Russia","+08/+09","2011","Mar","27","2:00s",""
"Asia/Irkutsk","9:00","-","+09","2014","Oct","26","2:00s",""
"Asia/Irkutsk","8:00","-","+08",,,,,""
"Asia/Chita","7:33:52","-","LMT","1919","Dec","15",,""
"Asia/Chita","8:00","-","+08","1930","Jun","21",,""
"Asia/Chita","9:00","Russia","+09/+10","1991","Mar","31","2:00s",""
"Asia/Chita","8:00","Russia","+08/+09","1992","Jan","19","2:00s",""
"Asia/Chita","9:00","Russia","+09/+10","2011","Mar","27","2:00s",""
"Asia/Chita","10:00","-","+10","2014","Oct","26","2:00s",""
"Asia/Chita","8:00","-","+08","2016","Mar","27","2:00",""
"Asia/Chita","9:00","-","+09",,,,,""
"Asia/Yakutsk","8:38:58","-","LMT","1919","Dec","15",,""
"Asia/Yakutsk","8:00","-","+08","1930","Jun","21",,""
"Asia/Yakutsk","9:00","Russia","+09/+10","1991","Mar","31","2:00s",""
"Asia/Yakutsk","8:00","Russia","+08/+09","1992","Jan","19","2:00s",""
"Asia/Yakutsk","9:00","Russia","+09/+10","2011","Mar","27","2:00s",""
"Asia/Yakutsk","10:00","-","+10","2014","Oct","26","2:00s",""
"Asia/Yakutsk","9:00","-","+09",,,,,""
"Asia/Vladivostok","8:47:31","-","LMT","1922","Nov","15",,""
"Asia/Vladivostok","9:00","-","+09","1930","Jun","21",,""
"Asia/Vladivostok","10:00","Russia","+10/+11","1991","Mar","31","2:00s",""
"Asia/Vladivostok","9:00","Russia","+09/+10","1992","Jan","19","2:00s",""
"Asia/Vladivostok","10:00","Russia","+10/+11","2011","Mar","27","2:00s",""
"Asia/Vladivostok","11:00","-","+11","2014","Oct","26","2:00s",""
"Asia/Vladivostok","10:00","-","+10",,,,,""
"Asia/Khandyga","9:02:13","-","LMT","1919","Dec","15",,""
"Asia/Khandyga","8:00","-","+08","1930","Jun","21",,""
"Asia/Khandyga","9:00","Russia","+09/+10","1991","Mar","31","2:00s",""
"Asia/Khandyga","8:00","Russia","+08/+09","1992","Jan","19","2:00s",""
"Asia/Khandyga","9:00","Russia","+09/+10","2004",,,,""
"Asia/Khandyga","10:00","Russia","+10/+11","2011","Mar","27","2:00s",""
"Asia/Khandyga","11:00","-","+11","2011","Sep","13","0:00s","Decree 725?"
"Asia/Khandyga","10:00","-","+10","2014","Oct","26","2:00s",""
"Asia/Khandyga","9:00","-","+09",,,,,""
"Asia/Sakhalin","9:30:48","-","LMT","1905","Aug","23",,""
"Asia/Sakhalin","9:00","-","+09","1945","Aug","25",,""
"Asia/Sakhalin","11:00","Russia","+11/+12","1991","Mar","31","2:00s","Sakhalin T"
"Asia/Sakhalin","10:00","Russia","+10/+11","1992","Jan","19","2:00s",""
"Asia/Sakhalin","11:00","Russia","+11/+12","1997","Mar","lastSun","2:00s",""
"Asia/Sakhalin","10:00","Russia","+10/+11","2011","Mar","27","2:00s",""
"Asia/Sakhalin","11:00","-","+11","2014","Oct","26","2:00s",""
"Asia/Sakhalin","10:00","-","+10","2016","Mar","27","2:00s",""
"Asia/Sakhalin","11:00","-","+11",,,,,""
"Asia/Magadan","10:03:12","-","LMT","1924","May","2",,""
"Asia/Magadan","10:00","-","+10","1930","Jun","21",,"Magadan Time"
"Asia/Magadan","11:00","Russia","+11/+12","1991","Mar","31","2:00s",""
"Asia/Magadan","10:00","Russia","+10/+11","1992","Jan","19","2:00s",""
"Asia/Magadan","11:00","Russia","+11/+12","2011","Mar","27","2:00s",""
"Asia/Magadan","12:00","-","+12","2014","Oct","26","2:00s",""
"Asia/Magadan","10:00","-","+10","2016","Apr","24","2:00s",""
"Asia/Magadan","11:00","-","+11",,,,,""
"Asia/Srednekolymsk","10:14:52","-","LMT","1924","May","2",,""
"Asia/Srednekolymsk","10:00","-","+10","1930","Jun","21",,""
"Asia/Srednekolymsk","11:00","Russia","+11/+12","1991","Mar","31","2:00s",""
"Asia/Srednekolymsk","10:00","Russia","+10/+11","1992","Jan","19","2:00s",""
"Asia/Srednekolymsk","11:00","Russia","+11/+12","2011","Mar","27","2:00s",""
"Asia/Srednekolymsk","12:00","-","+12","2014","Oct","26","2:00s",""
"Asia/Srednekolymsk","11:00","-","+11",,,,,""
"Asia/Ust-Nera","9:32:54","-","LMT","1919","Dec","15",,""
"Asia/Ust-Nera","8:00","-","+08","1930","Jun","21",,""
"Asia/Ust-Nera","9:00","Russia","+09/+10","1981","Apr","1",,""
"Asia/Ust-Nera","11:00","Russia","+11/+12","1991","Mar","31","2:00s",""
"Asia/Ust-Nera","10:00","Russia","+10/+11","1992","Jan","19","2:00s",""
"Asia/Ust-Nera","11:00","Russia","+11/+12","2011","Mar","27","2:00s",""
"Asia/Ust-Nera","12:00","-","+12","2011","Sep","13","0:00s","Decree 725?"
"Asia/Ust-Nera","11:00","-","+11","2014","Oct","26","2:00s",""
"Asia/Ust-Nera","10:00","-","+10",,,,,""
"Asia/Kamchatka","10:34:36","-","LMT","1922","Nov","10",,""
"Asia/Kamchatka","11:00","-","+11","1930","Jun","21",,""
"Asia/Kamchatka","12:00","Russia","+12/+13","1991","Mar","31","2:00s",""
"Asia/Kamchatka","11:00","Russia","+11/+12","1992","Jan","19","2:00s",""
"Asia/Kamchatka","12:00","Russia","+12/+13","2010","Mar","28","2:00s",""
"Asia/Kamchatka","11:00","Russia","+11/+12","2011","Mar","27","2:00s",""
"Asia/Kamchatka","12:00","-","+12",,,,,""
"Asia/Anadyr","11:49:56","-","LMT","1924","May","2",,""
"Asia/Anadyr","12:00","-","+12","1930","Jun","21",,""
"Asia/Anadyr","13:00","Russia","+13/+14","1982","Apr","1","0:00s",""
"Asia/Anadyr","12:00","Russia","+12/+13","1991","Mar","31","2:00s",""
"Asia/Anadyr","11:00","Russia","+11/+12","1992","Jan","19","2:00s",""
"Asia/Anadyr","12:00","Russia","+12/+13","2010","Mar","28","2:00s",""
"Asia/Anadyr","11:00","Russia","+11/+12","2011","Mar","27","2:00s",""
"Asia/Anadyr","12:00","-","+12",,,,,""
"Europe/Belgrade","1:22:00","-","LMT","1884",,,,""
"Europe/Belgrade","1:00","-","CET","1941","Apr","18","23:00",""
"Europe/Belgrade","1:00","C-Eur","CE%sT","1945",,,,""
"Europe/Belgrade","1:00","-","CET","1945","May","8","2:00s",""
"Europe/Belgrade","1:00","1:00","CEST","1945","Sep","16","2:00s",""
"Europe/Belgrade","1:00","-","CET","1982","Nov","27",,""
"Europe/Belgrade","1:00","EU","CE%sT",,,,,""
"Europe/Madrid","-0:14:44","-","LMT","1901","Jan","1","0:00u",""
"Europe/Madrid","0:00","Spain","WE%sT","1940","Mar","16","23:00",""
"Europe/Madrid","1:00","Spain","CE%sT","1979",,,,""
"Europe/Madrid","1:00","EU","CE%sT",,,,,""
"Africa/Ceuta","-0:21:16","-","LMT","1901","Jan","1","0:00u",""
"Africa/Ceuta","0:00","-","WET","1918","May","6","23:00",""
"Africa/Ceuta","0:00","1:00","WEST","1918","Oct","7","23:00",""
"Africa/Ceuta","0:00","-","WET","1924",,,,""
"Africa/Ceuta","0:00","Spain","WE%sT","1929",,,,""
"Africa/Ceuta","0:00","-","WET","1967",,,,"Help zishrink.awk."
"Africa/Ceuta","0:00","SpainAfrica","WE%sT","1984","Mar","16",,""
"Africa/Ceuta","1:00","-","CET","1986",,,,""
"Africa/Ceuta","1:00","EU","CE%sT",,,,,""
"Atlantic/Canary","-1:01:36","-","LMT","1922","Mar",,,"Las Palmas de Gran C."
"Atlantic/Canary","-1:00","-","-01","1946","Sep","30","1:00",""
"Atlantic/Canary","0:00","-","WET","1980","Apr","6","0:00s",""
"Atlantic/Canary","0:00","1:00","WEST","1980","Sep","28","1:00u",""
"Atlantic/Canary","0:00","EU","WE%sT",,,,,""
"Europe/Zurich","0:34:08","-","LMT","1853","Jul","16",,"See above comment."
"Europe/Zurich","0:29:46","-","BMT","1894","Jun",,,"Bern Mean Time"
"Europe/Zurich","1:00","Swiss","CE%sT","1981",,,,""
"Europe/Zurich","1:00","EU","CE%sT",,,,,""
"Europe/Istanbul","1:55:52","-","LMT","1880",,,,""
"Europe/Istanbul","1:56:56","-","IMT","1910","Oct",,,"Istanbul Mean Time?"
"Europe/Istanbul","2:00","Turkey","EE%sT","1978","Jun","29",,""
"Europe/Istanbul","3:00","Turkey","+03/+04","1984","Nov","1","2:00",""
"Europe/Istanbul","2:00","Turkey","EE%sT","2007",,,,""
"Europe/Istanbul","2:00","EU","EE%sT","2011","Mar","27","1:00u",""
"Europe/Istanbul","2:00","-","EET","2011","Mar","28","1:00u",""
"Europe/Istanbul","2:00","EU","EE%sT","2014","Mar","30","1:00u",""
"Europe/Istanbul","2:00","-","EET","2014","Mar","31","1:00u",""
"Europe/Istanbul","2:00","EU","EE%sT","2015","Oct","25","1:00u",""
"Europe/Istanbul","2:00","1:00","EEST","2015","Nov","8","1:00u",""
"Europe/Istanbul","2:00","EU","EE%sT","2016","Sep","7",,""
"Europe/Istanbul","3:00","-","+03",,,,,""
"Europe/Kyiv","2:02:04","-","LMT","1880",,,,""
"Europe/Kyiv","2:02:04","-","KMT","1924","May","2",,"Kyiv Mean Time"
"Europe/Kyiv","2:00","-","EET","1930","Jun","21",,""
"Europe/Kyiv","3:00","-","MSK","1941","Sep","20",,""
"Europe/Kyiv","1:00","C-Eur","CE%sT","1943","Nov","6",,""
"Europe/Kyiv","3:00","Russia","MSK/MSD","1990","Jul","1","2:00",""
"Europe/Kyiv","2:00","1:00","EEST","1991","Sep","29","3:00",""
"Europe/Kyiv","2:00","C-Eur","EE%sT","1996","May","13",,""
"Europe/Kyiv","2:00","EU","EE%sT",,,,,""
"EST","-5:00","-","EST",,,,,""
"MST","-7:00","-","MST",,,,,""
"HST","-10:00","-","HST",,,,,""
"EST5EDT","-5:00","US","E%sT",,,,,""
"CST6CDT","-6:00","US","C%sT",,,,,""
"MST7MDT","-7:00","US","M%sT",,,,,""
"PST8PDT","-8:00","US","P%sT",,,,,""
"America/New_York","-4:56:02","-","LMT","1883","Nov","18","17:00u",""
"America/New_York","-5:00","US","E%sT","1920",,,,""
"America/New_York","-5:00","NYC","E%sT","1942",,,,""
"America/New_York","-5:00","US","E%sT","1946",,,,""
"America/New_York","-5:00","NYC","E%sT","1967",,,,""
"America/New_York","-5:00","US","E%sT",,,,,""
"America/Chicago","-5:50:36","-","LMT","1883","Nov","18","18:00u",""
"America/Chicago","-6:00","US","C%sT","1920",,,,""
"America/Chicago","-6:00","Chicago","C%sT","1936","Mar","1","2:00",""
"America/Chicago","-5:00","-","EST","1936","Nov","15","2:00",""
"America/Chicago","-6:00","Chicago","C%sT","1942",,,,""
"America/Chicago","-6:00","US","C%sT","1946",,,,""
"America/Chicago","-6:00","Chicago","C%sT","1967",,,,""
"America/Chicago","-6:00","US","C%sT",,,,,""
"America/North_Dakota/Center","-6:45:12","-","LMT","1883","Nov","18","19:00u",""
"America/North_Dakota/Center","-7:00","US","M%sT","1992","Oct","25","2:00",""
"America/North_Dakota/Center","-6:00","US","C%sT",,,,,""
"America/North_Dakota/New_Salem","-6:45:39","-","LMT","1883","Nov","18","19:00u",""
"America/North_Dakota/New_Salem","-7:00","US","M%sT","2003","Oct","26","2:00",""
"America/North_Dakota/New_Salem","-6:00","US","C%sT",,,,,""
"America/North_Dakota/Beulah","-6:47:07","-","LMT","1883","Nov","18","19:00u",""
"America/North_Dakota/Beulah","-7:00","US","M%sT","2010","Nov","7","2:00",""
"America/North_Dakota/Beulah","-6:00","US","C%sT",,,,,""
"America/Denver","-6:59:56","-","LMT","1883","Nov","18","19:00u",""
"America/Denver","-7:00","US","M%sT","1920",,,,""
"America/Denver","-7:00","Denver","M%sT","1942",,,,""
"America/Denver","-7:00","US","M%sT","1946",,,,""
"America/Denver","-7:00","Denver","M%sT","1967",,,,""
"America/Denver","-7:00","US","M%sT",,,,,""
"America/Los_Angeles","-7:52:58","-","LMT","1883","Nov","18","20:00u",""
"America/Los_Angeles","-8:00","US","P%sT","1946",,,,""
"America/Los_Angeles","-8:00","CA","P%sT","1967",,,,""
"America/Los_Angeles","-8:00","US","P%sT",,,,,""
"America/Juneau","15:02:19","-","LMT","1867","Oct","19","15:33:32",""
"America/Juneau","-8:57:41","-","LMT","1900","Aug","20","12:00",""
"America/Juneau","-8:00","-","PST","1942",,,,""
"America/Juneau","-8:00","US","P%sT","1946",,,,""
"America/Juneau","-8:00","-","PST","1969",,,,""
"America/Juneau","-8:00","US","P%sT","1980","Apr","27","2:00",""
"America/Juneau","-9:00","US","Y%sT","1980","Oct","26","2:00",""
"America/Juneau","-8:00","US","P%sT","1983","Oct","30","2:00",""
"America/Juneau","-9:00","US","Y%sT","1983","Nov","30",,""
"America/Juneau","-9:00","US","AK%sT",,,,,""
"America/Sitka","14:58:47","-","LMT","1867","Oct","19","15:30",""
"America/Sitka","-9:01:13","-","LMT","1900","Aug","20","12:00",""
