"Name","SYear","EYear","Month","DayRule","Time","Offset","Token","Comment"
"Belgium","1924","1924","Mar","29","23:00s","1:00","S",""
"Belgium","1925","1925","Apr","4","23:00s","1:00","S",""
"Belgium","1926","1926","Apr","17","23:00s","1:00","S",""
"Belgium","1927","1927","Apr","9","23:00s","1:00","S",""
"Belgium","1928","1928","Apr","14","23:00s","1:00","S",""
"Belgium","1928","1938","Oct","Sun>=2","2:00s","0","-",""
"Belgium","1929","1929","Apr","21","2:00s","1:00","S",""
"Belgium","1930","1930","Apr","13","2:00s","1:00","S",""
"Belgium","1931","1931","Apr","19","2:00s","1:00","S",""
"Belgium","1932","1932","Apr","3","2:00s","1:00","S",""
"Belgium","1933","1933","Mar","26","2:00s","1:00","S",""
"Belgium","1934","1934","Apr","8","2:00s","1:00","S",""
"Belgium","1935","1935","Mar","31","2:00s","1:00","S",""
"Belgium","1936","1936","Apr","19","2:00s","1:00","S",""
"Belgium","1937","1937","Apr","4","2:00s","1:00","S",""
"Belgium","1938","1938","Mar","27","2:00s","1:00","S",""
"Belgium","1939","1939","Apr","16","2:00s","1:00","S",""
"Belgium","1939","1939","Nov","19","2:00s","0","-",""
"Belgium","1940","1940","Feb","25","2:00s","1:00","S",""
"Belgium","1944","1944","Sep","17","2:00s","0","-",""
"Belgium","1945","1945","Apr","2","2:00s","1:00","S",""
"Belgium","1945","1945","Sep","16","2:00s","0","-",""
"Belgium","1946","1946","May","19","2:00s","1:00","S",""
"Belgium","1946","1946","Oct","7","2:00s","0","-",""
"Bulg","1979","1979","Mar","31","23:00","1:00","S",""
"Bulg","1979","1979","Oct","1","1:00","0","-",""
"Bulg","1980","1982","Apr","Sat>=1","23:00","1:00","S",""
"Bulg","1980","1980","Sep","29","1:00","0","-",""
"Bulg","1981","1981","Sep","27","2:00","0","-",""
"Czech","1945","1945","Apr","Mon>=1","2:00s","1:00","S",""
"Czech","1945","1945","Oct","1","2:00s","0","-",""
"Czech","1946","1946","May","6","2:00s","1:00","S",""
"Czech","1946","1949","Oct","Sun>=1","2:00s","0","-",""
"Czech","1947","1948","Apr","Sun>=15","2:00s","1:00","S",""
"Czech","1949","1949","Apr","9","2:00s","1:00","S",""
"Thule","1991","1992","Mar","lastSun","2:00","1:00","D",""
"Thule","1991","1992","Sep","lastSun","2:00","0","S",""
"Thule","1993","2006","Apr","Sun>=1","2:00","1:00","D",""
"Thule","1993","2006","Oct","lastSun","2:00","0","S",""
"Thule","2007","","Mar","Sun>=8","2:00","1:00","D",""
"Thule","2007","","Nov","Sun>=1","2:00","0","S",""
"Finland","1942","1942","Apr","2","24:00","1:00","S",""
"Finland","1942","1942","Oct","4","1:00","0","-",""
"Finland","1981","1982","Mar","lastSun","2:00","1:00","S",""
"Finland","1981","1982","Sep","lastSun","3:00","0","-",""
"France","1916","1916","Jun","14","23:00s","1:00","S",""
"France","1916","1919","Oct","Sun>=1","23:00s","0","-",""
"France","1917","1917","Mar","24","23:00s","1:00","S",""
"France","1918","1918","Mar","9","23:00s","1:00","S",""
"France","1919","1919","Mar","1","23:00s","1:00","S",""
"France","1920","1920","Feb","14","23:00s","1:00","S",""
"France","1920","1920","Oct","23","23:00s","0","-",""
"France","1921","1921","Mar","14","23:00s","1:00","S",""
"France","1921","1921","Oct","25","23:00s","0","-",""
"France","1922","1922","Mar","25","23:00s","1:00","S",""
"France","1922","1938","Oct","Sat>=1","23:00s","0","-",""
"France","1923","1923","May","26","23:00s","1:00","S",""
"France","1924","1924","Mar","29","23:00s","1:00","S",""
"France","1925","1925","Apr","4","23:00s","1:00","S",""
"France","1926","1926","Apr","17","23:00s","1:00","S",""
"France","1927","1927","Apr","9","23:00s","1:00","S",""
"France","1928","1928","Apr","14","23:00s","1:00","S",""
"France","1929","1929","Apr","20","23:00s","1:00","S",""
"France","1930","1930","Apr","12","23:00s","1:00","S",""
"France","1931","1931","Apr","18","23:00s","1:00","S",""
"France","1932","1932","Apr","2","23:00s","1:00","S",""
"France","1933","1933","Mar","25","23:00s","1:00","S",""
"France","1934","1934","Apr","7","23:00s","1:00","S",""
"France","1935","1935","Mar","30","23:00s","1:00","S",""
"France","1936","1936","Apr","18","23:00s","1:00","S",""
"France","1937","1937","Apr","3","23:00s","1:00","S",""
"France","1938","1938","Mar","26","23:00s","1:00","S",""
"France","1939","1939","Apr","15","23:00s","1:00","S",""
"France","1939","1939","Nov","18","23:00s","0","-",""
"France","1940","1940","Feb","25","2:00","1:00","S",""
"France","1941","1941","May","5","0:00","2:00","M","Midsummer"
"France","1941","1941","Oct","6","0:00","1:00","S",""
"France","1942","1942","Mar","9","0:00","2:00","M",""
"France","1942","1942","Nov","2","3:00","1:00","S",""
"France","1943","1943","Mar","29","2:00","2:00","M",""
"France","1943","1943","Oct","4","3:00","1:00","S",""
"France","1944","1944","Apr","3","2:00","2:00","M",""
"France","1944","1944","Oct","8","1:00","1:00","S",""
"France","1945","1945","Apr","2","2:00","2:00","M",""
"France","1945","1945","Sep","16","3:00","0","-",""
"France","1976","1976","Mar","28","1:00","1:00","S",""
"France","1976","1976","Sep","26","1:00","0","-",""
"Germany","1946","1946","Apr","14","2:00s","1:00","S",""
"Germany","1946","1946","Oct","7","2:00s","0","-",""
"Germany","1947","1949","Oct","Sun>=1","2:00s","0","-",""
"Germany","1947","1947","Apr","6","3:00s","1:00","S",""
"Germany","1947","1947","May","11","2:00s","2:00","M",""
"Germany","1947","1947","Jun","29","3:00","1:00","S",""
"Germany","1948","1948","Apr","18","2:00s","1:00","S",""
"Germany","1949","1949","Apr","10","2:00s","1:00","S",""
"SovietZone","1945","1945","May","24","2:00","2:00","M","Midsummer"
"SovietZone","1945","1945","Sep","24","3:00","1:00","S",""
"SovietZone","1945","1945","Nov","18","2:00s","0","-",""
"Greece","1932","1932","Jul","7","0:00","1:00","S",""
"Greece","1932","1932","Sep","1","0:00","0","-",""
"Greece","1941","1941","Apr","7","0:00","1:00","S",""
"Greece","1942","1942","Nov","2","3:00","0","-",""
"Greece","1943","1943","Mar","30","0:00","1:00","S",""
"Greece","1943","1943","Oct","4","0:00","0","-",""
"Greece","1952","1952","Jul","1","0:00","1:00","S",""
"Greece","1952","1952","Nov","2","0:00","0","-",""
"Greece","1975","1975","Apr","12","0:00s","1:00","S",""
"Greece","1975","1975","Nov","26","0:00s","0","-",""
"Greece","1976","1976","Apr","11","2:00s","1:00","S",""
"Greece","1976","1976","Oct","10","2:00s","0","-",""
"Greece","1977","1978","Apr","Sun>=1","2:00s","1:00","S",""
"Greece","1977","1977","Sep","26","2:00s","0","-",""
"Greece","1978","1978","Sep","24","4:00","0","-",""
"Greece","1979","1979","Apr","1","9:00","1:00","S",""
"Greece","1979","1979","Sep","29","2:00","0","-",""
"Greece","1980","1980","Apr","1","0:00","1:00","S",""
"Greece","1980","1980","Sep","28","0:00","0","-",""
"Hungary","1918","1919","Apr","15","2:00","1:00","S",""
"Hungary","1918","1920","Sep","Mon>=15","3:00","0","-",""
"Hungary","1920","1920","Apr","5","2:00","1:00","S",""
"Hungary","1945","1945","May","1","23:00","1:00","S",""
"Hungary","1945","1945","Nov","1","1:00","0","-",""
"Hungary","1946","1946","Mar","31","2:00s","1:00","S",""
"Hungary","1946","1946","Oct","7","2:00","0","-",""
"Hungary","1947","1949","Apr","Sun>=4","2:00s","1:00","S",""
"Hungary","1947","1949","Oct","Sun>=1","2:00s","0","-",""
"Hungary","1954","1954","May","23","0:00","1:00","S",""
"Hungary","1954","1954","Oct","3","0:00","0","-",""
"Hungary","1955","1955","May","22","2:00","1:00","S",""
"Hungary","1955","1955","Oct","2","3:00","0","-",""
"Hungary","1956","1957","Jun","Sun>=1","2:00","1:00","S",""
"Hungary","1956","1957","Sep","lastSun","3:00","0","-",""
"Hungary","1980","1980","Apr","6","0:00","1:00","S",""
"Hungary","1980","1980","Sep","28","1:00","0","-",""
"Hungary","1981","1983","Mar","lastSun","0:00","1:00","S",""
"Hungary","1981","1983","Sep","lastSun","1:00","0","-",""
"Italy","1916","1916","Jun","3","24:00","1:00","S",""
"Italy","1916","1917","Sep","30","24:00","0","-",""
"Italy","1917","1917","Mar","31","24:00","1:00","S",""
"Italy","1918","1918","Mar","9","24:00","1:00","S",""
"Italy","1918","1918","Oct","6","24:00","0","-",""
"Italy","1919","1919","Mar","1","24:00","1:00","S",""
"Italy","1919","1919","Oct","4","24:00","0","-",""
"Italy","1920","1920","Mar","20","24:00","1:00","S",""
"Italy","1920","1920","Sep","18","24:00","0","-",""
"Italy","1940","1940","Jun","14","24:00","1:00","S",""
"Italy","1942","1942","Nov","2","2:00s","0","-",""
"Italy","1943","1943","Mar","29","2:00s","1:00","S",""
"Italy","1943","1943","Oct","4","2:00s","0","-",""
"Italy","1944","1944","Apr","2","2:00s","1:00","S",""
"Italy","1944","1944","Sep","17","2:00s","0","-",""
"Italy","1945","1945","Apr","2","2:00","1:00","S",""
"Italy","1945","1945","Sep","15","1:00","0","-",""
"Italy","1946","1946","Mar","17","2:00s","1:00","S",""
"Italy","1946","1946","Oct","6","2:00s","0","-",""
"Italy","1947","1947","Mar","16","0:00s","1:00","S",""
"Italy","1947","1947","Oct","5","0:00s","0","-",""
"Italy","1948","1948","Feb","29","2:00s","1:00","S",""
"Italy","1948","1948","Oct","3","2:00s","0","-",""
"Italy","1966","1968","May","Sun>=22","0:00s","1:00","S",""
"Italy","1966","1966","Sep","24","24:00","0","-",""
"Italy","1967","1969","Sep","Sun>=22","0:00s","0","-",""
"Italy","1969","1969","Jun","1","0:00s","1:00","S",""
"Italy","1970","1970","May","31","0:00s","1:00","S",""
"Italy","1970","1970","Sep","lastSun","0:00s","0","-",""
"Italy","1971","1972","May","Sun>=22","0:00s","1:00","S",""
"Italy","1971","1971","Sep","lastSun","0:00s","0","-",""
"Italy","1972","1972","Oct","1","0:00s","0","-",""
"Italy","1973","1973","Jun","3","0:00s","1:00","S",""
"Italy","1973","1974","Sep","lastSun","0:00s","0","-",""
"Italy","1974","1974","May","26","0:00s","1:00","S",""
"Italy","1975","1975","Jun","1","0:00s","1:00","S",""
"Italy","1975","1977","Sep","lastSun","0:00s","0","-",""
"Italy","1976","1976","May","30","0:00s","1:00","S",""
"Italy","1977","1979","May","Sun>=22","0:00s","1:00","S",""
"Italy","1978","1978","Oct","1","0:00s","0","-",""
"Italy","1979","1979","Sep","30","0:00s","0","-",""
"Latvia","1989","1996","Mar","lastSun","2:00s","1:00","S",""
"Latvia","1989","1996","Sep","lastSun","2:00s","0","-",""
"Malta","1973","1973","Mar","31","0:00s","1:00","S",""
"Malta","1973","1973","Sep","29","0:00s","0","-",""
"Malta","1974","1974","Apr","21","0:00s","1:00","S",""
"Malta","1974","1974","Sep","16","0:00s","0","-",""
"Malta","1975","1979","Apr","Sun>=15","2:00","1:00","S",""
"Malta","1975","1980","Sep","Sun>=15","2:00","0","-",""
"Malta","1980","1980","Mar","31","2:00","1:00","S",""
"Moldova","1997","","Mar","lastSun","2:00","1:00","S",""
"Moldova","1997","","Oct","lastSun","3:00","0","-",""
"Poland","1918","1919","Sep","16","2:00s","0","-",""
"Poland","1919","1919","Apr","15","2:00s","1:00","S",""
"Poland","1944","1944","Apr","3","2:00s","1:00","S",""
"Poland","1944","1944","Oct","4","2:00","0","-",""
"Poland","1945","1945","Apr","29","0:00","1:00","S",""
"Poland","1945","1945","Nov","1","0:00","0","-",""
"Poland","1946","1946","Apr","14","0:00s","1:00","S",""
"Poland","1946","1946","Oct","7","2:00s","0","-",""
"Poland","1947","1947","May","4","2:00s","1:00","S",""
"Poland","1947","1949","Oct","Sun>=1","2:00s","0","-",""
"Poland","1948","1948","Apr","18","2:00s","1:00","S",""
"Poland","1949","1949","Apr","10","2:00s","1:00","S",""
"Poland","1957","1957","Jun","2","1:00s","1:00","S",""
"Poland","1957","1958","Sep","lastSun","1:00s","0","-",""
"Poland","1958","1958","Mar","30","1:00s","1:00","S",""
"Poland","1959","1959","May","31","1:00s","1:00","S",""
"Poland","1959","1961","Oct","Sun>=1","1:00s","0","-",""
"Poland","1960","1960","Apr","3","1:00s","1:00","S",""
"Poland","1961","1964","May","lastSun","1:00s","1:00","S",""
"Poland","1962","1964","Sep","lastSun","1:00s","0","-",""
"Port","1916","1916","Jun","17","23:00","1:00","S",""
"Port","1916","1916","Nov","1","1:00","0","-",""
"Port","1917","1917","Feb","28","23:00s","1:00","S",""
"Port","1917","1921","Oct","14","23:00s","0","-",""
"Port","1918","1918","Mar","1","23:00s","1:00","S",""
"Port","1919","1919","Feb","28","23:00s","1:00","S",""
"Port","1920","1920","Feb","29","23:00s","1:00","S",""
"Port","1921","1921","Feb","28","23:00s","1:00","S",""
"Port","1924","1924","Apr","16","23:00s","1:00","S",""
"Port","1924","1924","Oct","14","23:00s","0","-",""
"Port","1926","1926","Apr","17","23:00s","1:00","S",""
"Port","1926","1929","Oct","Sat>=1","23:00s","0","-",""
"Port","1927","1927","Apr","9","23:00s","1:00","S",""
"Port","1928","1928","Apr","14","23:00s","1:00","S",""
"Port","1929","1929","Apr","20","23:00s","1:00","S",""
"Port","1931","1931","Apr","18","23:00s","1:00","S",""
"Port","1931","1932","Oct","Sat>=1","23:00s","0","-",""
"Port","1932","1932","Apr","2","23:00s","1:00","S",""
"Port","1934","1934","Apr","7","23:00s","1:00","S",""
"Port","1934","1938","Oct","Sat>=1","23:00s","0","-",""
"Port","1935","1935","Mar","30","23:00s","1:00","S",""
"Port","1936","1936","Apr","18","23:00s","1:00","S",""
"Port","1937","1937","Apr","3","23:00s","1:00","S",""
"Port","1938","1938","Mar","26","23:00s","1:00","S",""
"Port","1939","1939","Apr","15","23:00s","1:00","S",""
"Port","1939","1939","Nov","18","23:00s","0","-",""
"Port","1940","1940","Feb","24","23:00s","1:00","S",""
"Port","1940","1941","Oct","5","23:00s","0","-",""
"Port","1941","1941","Apr","5","23:00s","1:00","S",""
"Port","1942","1945","Mar","Sat>=8","23:00s","1:00","S",""
"Port","1942","1942","Apr","25","22:00s","2:00","M","Midsummer"
"Port","1942","1942","Aug","15","22:00s","1:00","S",""
"Port","1942","1945","Oct","Sat>=24","23:00s","0","-",""
"Port","1943","1943","Apr","17","22:00s","2:00","M",""
"Port","1943","1945","Aug","Sat>=25","22:00s","1:00","S",""
"Port","1944","1945","Apr","Sat>=21","22:00s","2:00","M",""
"Port","1946","1946","Apr","Sat>=1","23:00s","1:00","S",""
"Port","1946","1946","Oct","Sat>=1","23:00s","0","-",""
"Port","1947","1965","Apr","Sun>=1","2:00s","1:00","S",""
"Port","1947","1965","Oct","Sun>=1","2:00s","0","-",""
"Port","1977","1977","Mar","27","0:00s","1:00","S",""
"Port","1977","1977","Sep","25","0:00s","0","-",""
"Port","1978","1979","Apr","Sun>=1","0:00s","1:00","S",""
"Port","1978","1978","Oct","1","0:00s","0","-",""
"Port","1979","1982","Sep","lastSun","1:00s","0","-",""
"Port","1980","1980","Mar","lastSun","0:00s","1:00","S",""
"Port","1981","1982","Mar","lastSun","1:00s","1:00","S",""
"Port","1983","1983","Mar","lastSun","2:00s","1:00","S",""
"Romania","1932","1932","May","21","0:00s","1:00","S",""
"Romania","1932","1939","Oct","Sun>=1","0:00s","0","-",""
"Romania","1933","1939","Apr","Sun>=2","0:00s","1:00","S",""
"Romania","1979","1979","May","27","0:00","1:00","S",""
"Romania","1979","1979","Sep","lastSun","0:00","0","-",""
"Romania","1980","1980","Apr","5","23:00","1:00","S",""
"Romania","1980","1980","Sep","lastSun","1:00","0","-",""
"Romania","1991","1993","Mar","lastSun","0:00s","1:00","S",""
"Romania","1991","1993","Sep","lastSun","0:00s","0","-",""
"Spain","1918","1918","Apr","15","23:00","1:00","S",""
"Spain","1918","1919","Oct","6","24:00s","0","-",""
"Spain","1919","1919","Apr","6","23:00","1:00","S",""
"Spain","1924","1924","Apr","16","23:00","1:00","S",""
"Spain","1924","1924","Oct","4","24:00s","0","-",""
"Spain","1926","1926","Apr","17","23:00","1:00","S",""
"Spain","1926","1929","Oct","Sat>=1","24:00s","0","-",""
"Spain","1927","1927","Apr","9","23:00","1:00","S",""
"Spain","1928","1928","Apr","15","0:00","1:00","S",""
"Spain","1929","1929","Apr","20","23:00","1:00","S",""
"Spain","1937","1937","Jun","16","23:00","1:00","S",""
"Spain","1937","1937","Oct","2","24:00s","0","-",""
"Spain","1938","1938","Apr","2","23:00","1:00","S",""
"Spain","1938","1938","Apr","30","23:00","2:00","M",""
"Spain","1938","1938","Oct","2","24:00","1:00","S",""
"Spain","1939","1939","Oct","7","24:00s","0","-",""
"Spain","1942","1942","May","2","23:00","1:00","S",""
"Spain","1942","1942","Sep","1","1:00","0","-",""
"Spain","1943","1946","Apr","Sat>=13","23:00","1:00","S",""
"Spain","1943","1944","Oct","Sun>=1","1:00","0","-",""
"Spain","1945","1946","Sep","lastSun","1:00","0","-",""
"Spain","1949","1949","Apr","30","23:00","1:00","S",""
"Spain","1949","1949","Oct","2","1:00","0","-",""
"Spain","1974","1975","Apr","Sat>=12","23:00","1:00","S",""
"Spain","1974","1975","Oct","Sun>=1","1:00","0","-",""
"Spain","1976","1976","Mar","27","23:00","1:00","S",""
"Spain","1976","1977","Sep","lastSun","1:00","0","-",""
"Spain","1977","1977","Apr","2","23:00","1:00","S",""
"Spain","1978","1978","Apr","2","2:00s","1:00","S",""
"Spain","1978","1978","Oct","1","2:00s","0","-",""
"SpainAfrica","1967","1967","Jun","3","12:00","1:00","S",""
"SpainAfrica","1967","1967","Oct","1","0:00","0","-",""
"SpainAfrica","1974","1974","Jun","24","0:00","1:00","S",""
"SpainAfrica","1974","1974","Sep","1","0:00","0","-",""
"SpainAfrica","1976","1977","May","1","0:00","1:00","S",""
"SpainAfrica","1976","1976","Aug","1","0:00","0","-",""
"SpainAfrica","1977","1977","Sep","28","0:00","0","-",""
"SpainAfrica","1978","1978","Jun","1","0:00","1:00","S",""
"SpainAfrica","1978","1978","Aug","4","0:00","0","-",""
"Swiss","1941","1942","May","Mon>=1","1:00","1:00","S",""
"Swiss","1941","1942","Oct","Mon>=1","2:00","0","-",""
"Turkey","1916","1916","May","1","0:00","1:00","S",""
"Turkey","1916","1916","Oct","1","0:00","0","-",""
"Turkey","1920","1920","Mar","28","0:00","1:00","S",""
"Turkey","1920","1920","Oct","25","0:00","0","-",""
"Turkey","1921","1921","Apr","3","0:00","1:00","S",""
"Turkey","1921","1921","Oct","3","0:00","0","-",""
"Turkey","1922","1922","Mar","26","0:00","1:00","S",""
"Turkey","1922","1922","Oct","8","0:00","0","-",""
"Turkey","1924","1924","May","13","0:00","1:00","S",""
"Turkey","1924","1925","Oct","1","0:00","0","-",""
"Turkey","1925","1925","May","1","0:00","1:00","S",""
"Turkey","1940","1940","Jul","1","0:00","1:00","S",""
"Turkey","1940","1940","Oct","6","0:00","0","-",""
"Turkey","1940","1940","Dec","1","0:00","1:00","S",""
"Turkey","1941","1941","Sep","21","0:00","0","-",""
"Turkey","1942","1942","Apr","1","0:00","1:00","S",""
"Turkey","1945","1945","Oct","8","0:00","0","-",""
"Turkey","1946","1946","Jun","1","0:00","1:00","S",""
"Turkey","1946","1946","Oct","1","0:00","0","-",""
"Turkey","1947","1948","Apr","Sun>=16","0:00","1:00","S",""
"Turkey","1947","1951","Oct","Sun>=2","0:00","0","-",""
"Turkey","1949","1949","Apr","10","0:00","1:00","S",""
"Turkey","1950","1950","Apr","16","0:00","1:00","S",""
"Turkey","1951","1951","Apr","22","0:00","1:00","S",""
"Turkey","1962","1962","Jul","15","0:00","1:00","S",""
"Turkey","1963","1963","Oct","30","0:00","0","-",""
"Turkey","1964","1964","May","15","0:00","1:00","S",""
"Turkey","1964","1964","Oct","1","0:00","0","-",""
"Turkey","1973","1973","Jun","3","1:00","1:00","S",""
"Turkey","1973","1976","Oct","Sun>=31","2:00","0","-",""
"Turkey","1974","1974","Mar","31","2:00","1:00","S",""
"Turkey","1975","1975","Mar","22","2:00","1:00","S",""
"Turkey","1976","1976","Mar","21","2:00","1:00","S",""
"Turkey","1977","1978","Apr","Sun>=1","2:00","1:00","S",""
"Turkey","1977","1978","Oct","Sun>=15","2:00","0","-",""
"Turkey","1978","1978","Jun","29","0:00","0","-",""
"Turkey","1983","1983","Jul","31","2:00","1:00","S",""
"Turkey","1983","1983","Oct","2","2:00","0","-",""
"Turkey","1985","1985","Apr","20","1:00s","1:00","S",""
"Turkey","1985","1985","Sep","28","1:00s","0","-",""
"Turkey","1986","1993","Mar","lastSun","1:00s","1:00","S",""
"Turkey","1986","1995","Sep","lastSun","1:00s","0","-",""
"Turkey","1994","1994","Mar","20","1:00s","1:00","S",""
"Turkey","1995","2006","Mar","lastSun","1:00s","1:00","S",""
"Turkey","1996","2006","Oct","lastSun","1:00s","0","-",""
"US","1918","1919","Mar","lastSun","2:00","1:00","D",""
"US","1918","1919","Oct","lastSun","2:00","0","S",""
"US","1942","1942","Feb","9","2:00","1:00","W","War"
"US","1945","1945","Aug","14","23:00u","1:00","P","Peace"
"US","1945","1945","Sep","30","2:00","0","S",""
"US","1967","2006","Oct","lastSun","2:00","0","S",""
"US","1967","1973","Apr","lastSun","2:00","1:00","D",""
"US","1974","1974","Jan","6","2:00","1:00","D",""
"US","1975","1975","Feb","lastSun","2:00","1:00","D",""
"US","1976","1986","Apr","lastSun","2:00","1:00","D",""
"US","1987","2006","Apr","Sun>=1","2:00","1:00","D",""
"US","2007","","Mar","Sun>=8","2:00","1:00","D",""
"US","2007","","Nov","Sun>=1","2:00","0","S",""
"NYC","1920","1920","Mar","lastSun","2:00","1:00","D",""
"NYC","1920","1920","Oct","lastSun","2:00","0","S",""
"NYC","1921","1966","Apr","lastSun","2:00","1:00","D",""
"NYC","1921","1954","Sep","lastSun","2:00","0","S",""
"NYC","1955","1966","Oct","lastSun","2:00","0","S",""
"Chicago","1920","1920","Jun","13","2:00","1:00","D",""
"Chicago","1920","1921","Oct","lastSun","2:00","0","S",""
"Chicago","1921","1921","Mar","lastSun","2:00","1:00","D",""
"Chicago","1922","1966","Apr","lastSun","2:00","1:00","D",""
"Chicago","1922","1954","Sep","lastSun","2:00","0","S",""
"Chicago","1955","1966","Oct","lastSun","2:00","0","S",""
"Denver","1920","1921","Mar","lastSun","2:00","1:00","D",""
"Denver","1920","1920","Oct","lastSun","2:00","0","S",""
"Denver","1921","1921","May","22","2:00","0","S",""
"Denver","1965","1966","Apr","lastSun","2:00","1:00","D",""
"Denver","1965","1966","Oct","lastSun","2:00","0","S",""
"CA","1948","1948","Mar","14","2:01","1:00","D",""
"CA","1949","1949","Jan","1","2:00","0","S",""
"CA","1950","1966","Apr","lastSun","1:00","1:00","D",""
"CA","1950","1961","Sep","lastSun","2:00","0","S",""
"CA","1962","1966","Oct","lastSun","2:00","0","S",""
"Indianapolis","1941","1941","Jun","22","2:00","1:00","D",""
"Indianapolis","1941","1954","Sep","lastSun","2:00","0","S",""
"Indianapolis","1946","1954","Apr","lastSun","2:00","1:00","D",""
"Marengo","1951","1951","Apr","lastSun","2:00","1:00","D",""
"Marengo","1951","1951","Sep","lastSun","2:00","0","S",""
"Marengo","1954","1960","Apr","lastSun","2:00","1:00","D",""
"Marengo","1954","1960","Sep","lastSun","2:00","0","S",""
"Vincennes","1946","1946","Apr","lastSun","2:00","1:00","D",""
"Vincennes","1946","1946","Sep","lastSun","2:00","0","S",""
"Vincennes","1953","1954","Apr","lastSun","2:00","1:00","D",""
"Vincennes","1953","1959","Sep","lastSun","2:00","0","S",""
"Vincennes","1955","1955","May","1","0:00","1:00","D",""
"Vincennes","1956","1963","Apr","lastSun","2:00","1:00","D",""
"Vincennes","1960","1960","Oct","lastSun","2:00","0","S",""
"Vincennes","1961","1961","Sep","lastSun","2:00","0","S",""
"Vincennes","1962","1963","Oct","lastSun","2:00","0","S",""
"Perry","1955","1955","May","1","0:00","1:00","D",""
"Perry","1955","1960","Sep","lastSun","2:00","0","S",""
"Perry","1956","1963","Apr","lastSun","2:00","1:00","D",""
"Perry","1961","1963","Oct","lastSun","2:00","0","S",""
"Pike","1955","1955","May","1","0:00","1:00","D",""
"Pike","1955","1960","Sep","lastSun","2:00","0","S",""
"Pike","1956","1964","Apr","lastSun","2:00","1:00","D",""
"Pike","1961","1964","Oct","lastSun","2:00","0","S",""
"Starke","1947","1961","Apr","lastSun","2:00","1:00","D",""
"Starke","1947","1954","Sep","lastSun","2:00","0","S",""
"Starke","1955","1956","Oct","lastSun","2:00","0","S",""
"Starke","1957","1958","Sep","lastSun","2:00","0","S",""
"Starke","1959","1961","Oct","lastSun","2:00","0","S",""
"Pulaski","1946","1960","Apr","lastSun","2:00","1:00","D",""
"Pulaski","1946","1954","Sep","lastSun","2:00","0","S",""
"Pulaski","1955","1956","Oct","lastSun","2:00","0","S",""
"Pulaski","1957","1960","Sep","lastSun","2:00","0","S",""
"Louisville","1921","1921","May","1","2:00","1:00","D",""
"Louisville","1921","1921","Sep","1","2:00","0","S",""
"Louisville","1941","1941","Apr","lastSun","2:00","1:00","D",""
"Louisville","1941","1941","Sep","lastSun","2:00","0","S",""
"Louisville","1946","1946","Apr","lastSun","0:01","1:00","D",""
"Louisville","1946","1946","Jun","2","2:00","0","S",""
"Louisville","1950","1961","Apr","lastSun","2:00","1:00","D",""
"Louisville","1950","1955","Sep","lastSun","2:00","0","S",""
"Louisville","1956","1961","Oct","lastSun","2:00","0","S",""
"Detroit","1948","1948","Apr","lastSun","2:00","1:00","D",""
"Detroit","1948","1948","Sep","lastSun","2:00","0","S",""
"Menominee","1946","1946","Apr","lastSun","2:00","1:00","D",""
"Menominee","1946","1946","Sep","lastSun","2:00","0","S",""
"Menominee","1966","1966","Apr","lastSun","2:00","1:00","D",""
"Menominee","1966","1966","Oct","lastSun","2:00","0","S",""
"Canada","1918","1918","Apr","14","2:00","1:00","D",""
"Canada","1918","1918","Oct","27","2:00","0","S",""
"Canada","1942","1942","Feb","9","2:00","1:00","W","War"
"Canada","1945","1945","Aug","14","23:00u","1:00","P","Peace"
"Canada","1945","1945","Sep","30","2:00","0","S",""
"Canada","1974","1986","Apr","lastSun","2:00","1:00","D",""
"Canada","1974","2006","Oct","lastSun","2:00","0","S",""
"Canada","1987","2006","Apr","Sun>=1","2:00","1:00","D",""
"Canada","2007","","Mar","Sun>=8","2:00","1:00","D",""
"Canada","2007","","Nov","Sun>=1","2:00","0","S",""
"StJohns","1917","1917","Apr","8","2:00","1:00","D",""
"StJohns","1917","1917","Sep","17","2:00","0","S",""
"StJohns","1919","1919","May","5","23:00","1:00","D",""
"StJohns","1919","1919","Aug","12","23:00","0","S",""
"StJohns","1920","1935","May","Sun>=1","23:00","1:00","D",""
"StJohns","1920","1935","Oct","lastSun","23:00","0","S",""
"StJohns","1936","1941","May","Mon>=9","0:00","1:00","D",""
"StJohns","1936","1941","Oct","Mon>=2","0:00","0","S",""
"StJohns","1946","1950","May","Sun>=8","2:00","1:00","D",""
"StJohns","1946","1950","Oct","Sun>=2","2:00","0","S",""
"StJohns","1951","1986","Apr","lastSun","2:00","1:00","D",""
"StJohns","1951","1959","Sep","lastSun","2:00","0","S",""
"StJohns","1960","1986","Oct","lastSun","2:00","0","S",""
"StJohns","1987","1987","Apr","Sun>=1","0:01","1:00","D",""
"StJohns","1987","2006","Oct","lastSun","0:01","0","S",""
"StJohns","1988","1988","Apr","Sun>=1","0:01","2:00","DD",""
"StJohns","1989","2006","Apr","Sun>=1","0:01","1:00","D",""
"StJohns","2007","2011","Mar","Sun>=8","0:01","1:00","D",""
"StJohns","2007","2010","Nov","Sun>=1","0:01","0","S",""
"Halifax","1916","1916","Apr","1","0:00","1:00","D",""
"Halifax","1916","1916","Oct","1","0:00","0","S",""
"Halifax","1920","1920","May","9","0:00","1:00","D",""
"Halifax","1920","1920","Aug","29","0:00","0","S",""
